ACCOUNT_TYPE,CUSTOMER_TAG,EDUCATION_LEVEL,GENDER,INTERNET_BANKING_USAGE,MARITAL_STATUS,NOMINEE_AVAILABLE_FLAG,RM_ALLOCATED_FLAG,OCCUPATION,STATE,FD_FLAG,GI_FLAG,HEALTH_FLAG,LI_FLAG,MASS_FLAG,MF_FLAG,NR_FLAG,ACCOUNT_NO,AGE,AQB_BALANCE,AUM,CIBIL_SCORE,CREDIT_CARD_LIMIT,CR_AMT_12MNTH,CR_CNT_12MNTH,DC_APPAREL_30DAYS_ACTV,DC_ECOM_30DAYS_AMT,DC_ECOM_30DAYS_CNT,DC_FOOD_30DAYS_ACTV,DC_FUEL_30DAYS_ACTV,DC_GROCRY_30DAYS_ACTV,DC_OTT_30DAYS_ACTV,DC_POS_30DAYS_AMT,DC_POS_30DAYS_CNT,DC_RECHARGE_30DAYS_ACTV,DC_TRAVEL_30DAYS_ACTV,DC_UTILITY_30DAYS_ACTV,DR_AMT_12MNTH,DR_CNT_12MNTH,DR_CR_RATIO,FD_COUNT,FD_CURRENTMONTHANR,INCOME_NET,MONTHLY_BALANCE,NRV,TOTAL_LIVE_SECURED_AMT,TOTAL_LIVE_UNSECURED_AMT,VINTAGE_DAYS,KYC_LAST_DONE_DATE
SAVINGS,RETAIL,UG,MALE,Y,Married,Y,Y,SELF EMPLOYED,Himachal Pradesh,N,Y,N,N,Y,N,N,9769,8,8266497.75464059,6857136,642,11458080,5288374,15,8,816721,481,9,3,7,8,1276638,56,0,9,3,9762460.087455414,20,0.15191460400948464,13,5045354.570936773,3320404.0854402063,635672.9631435287,9483503.120286824,5939162.346515868,5794841.185495281,282,2023-01-03
CURRENT,INSTITUTIONAL,UG,MALE,N,Married,Y,Y,NON-EARNER,Maharashtra,N,N,N,Y,Y,N,N,9770,54,2914562.713733706,5912012,371,5579125,46228006,3,6,726031,406,4,2,1,4,3985891,38,9,5,1,7043518.984000634,16,0.8212271600734826,16,8267358.330221093,376579.7017007333,8088533.162881966,6365487.813137318,3410487.785944497,1362027.2504728925,255,2022-06-20
SAVINGS,INSTITUTIONAL,UG,FEMALE,N,Married,Y,Y,SELF EMPLOYED,Odisha,N,Y,N,Y,N,N,Y,9771,37,1647728.0191188592,682742,500,34045263,22783517,13,0,735418,89,8,7,1,7,1812779,68,7,3,3,4648312.547707626,12,0.7739950204164381,16,1828678.3618037926,467603.76586992946,2688552.584409214,5221733.750820438,3612256.804729974,5783024.592745762,19,2023-04-15
SAVINGS,INSTITUTIONAL,Below 10th,FEMALE,N,Single/Unmarried,Y,Y,SALARIED,Himachal Pradesh,N,N,N,Y,Y,N,N,9772,91,7062888.140390073,4686965,625,19137706,15270565,15,10,1106665,86,5,2,9,4,3381702,1,7,1,3,2354175.797289627,2,0.4798727756026656,11,1763257.1712664247,6656190.182187041,3132736.6308219074,5138887.646653858,1925502.9923347468,7240965.248076058,67,2020-11-14
SAVINGS,INSTITUTIONAL,UG,FEMALE,Y,Married,Y,Y,SALARIED,West Bengal,Y,N,Y,N,Y,Y,N,9773,92,6389556.635343594,2035742,332,36346199,14361037,14,0,806864,496,6,1,4,7,1222782,41,8,1,5,5065709.7961826185,10,0.06512316237335636,6,6179726.759344201,8492605.374787925,6612811.105602411,153439.25889823583,9498163.375631487,4421334.881836085,112,2022-02-06
SAVINGS,RETAIL,Graduate,FEMALE,N,Married,Y,Y,SELF EMPLOYED,Madhya Pradesh,Y,N,N,N,N,N,N,9774,40,8789489.025953954,6960400,396,45272519,37467683,1,0,158895,425,2,5,8,1,3712664,21,4,1,5,1338095.260728135,14,0.11016009308182784,7,9151777.519039553,8269014.7657481935,2163459.603444262,7931002.917520279,636096.3096451211,3420446.908418383,122,2021-01-31
CURRENT,RETAIL,Graduate,FEMALE,N,Married,Y,Y,BUSINESS OWNER,Gujarat,N,N,N,Y,N,N,Y,9775,34,9619247.578160508,7687552,856,8474009,14925150,12,3,768272,174,4,7,0,6,3126035,54,4,2,5,8858999.122352345,20,0.9006147780104896,2,4222382.766386396,154081.21828931698,1597361.9418702733,3314839.837858841,994338.0900037369,1595300.44505782,340,2021-12-13
SAVINGS,INSTITUTIONAL,PG,MALE,N,Single/Unmarried,Y,Y,SALARIED,Haryana,Y,Y,Y,N,Y,Y,N,9776,96,8571975.87224554,2086767,562,26456364,15967730,16,8,1014254,55,3,9,0,1,1526900,91,5,4,3,8330786.2074182825,7,0.4814581239629825,18,3110008.20261339,4412112.991447039,92828.37896491424,8858479.74036803,1110865.8114240055,5463402.1905892845,41,2022-07-07
SAVINGS,INSTITUTIONAL,Graduate,MALE,Y,Single/Unmarried,Y,Y,BUSINESS OWNER,West Bengal,N,Y,N,N,N,N,N,9777,79,600217.9758827075,9921607,369,24132332,41551058,19,2,1203746,288,10,7,1,6,2371800,63,8,7,9,7767643.550573584,10,0.2546926087431578,10,5649040.943056017,7020901.831988518,7640334.198170179,8029841.028479702,1032782.0721979464,7962078.437294684,236,2020-08-04
SAVINGS,INSTITUTIONAL,Below 10th,MALE,Y,Married,Y,Y,BUSINESS OWNER,Jammu and Kashmir,Y,Y,Y,N,N,Y,N,9778,17,6645134.329822682,890560,592,46889396,16078139,9,9,633438,216,4,5,3,8,3828289,26,7,6,1,1209174.626411007,9,0.47263475590512427,9,3900659.4499637126,2080142.7251243787,8039987.571944938,7329711.940458297,2335556.60236529,9594070.895724175,81,2022-02-22
SAVINGS,INSTITUTIONAL,Graduate,MALE,N,Single/Unmarried,Y,Y,NON-EARNER,Maharashtra,N,Y,Y,Y,Y,N,Y,9779,33,7847324.128640457,9449281,506,41576549,23632843,14,0,1136610,97,3,5,6,9,2169921,94,1,10,9,5224077.39680984,2,0.756153246648058,15,7581444.605969425,3310379.61490917,7315179.168889198,6343641.310401037,6296341.603668305,8783196.93363735,220,2022-03-21
SAVINGS,RETAIL,UG,MALE,N,Single/Unmarried,Y,Y,SALARIED,Delhi,Y,Y,Y,N,Y,Y,Y,9780,47,9819287.243501766,7719716,471,9472009,19789232,16,0,265658,281,10,5,2,4,1675913,70,4,9,4,4515220.843431456,11,0.8205645401967685,4,1976239.2321662025,8656190.358046887,5036449.141283644,6129017.314945578,8657884.72317687,2040344.8081748986,291,2020-04-12
SAVINGS,RETAIL,PG,FEMALE,N,Single/Unmarried,Y,Y,SALARIED,Punjab,Y,N,Y,Y,N,Y,N,9781,52,3746612.9951263373,8538519,694,11054120,3066056,7,2,791844,358,5,4,2,2,140081,18,3,5,10,2294724.8787716622,7,0.3249649933466814,3,9108973.188228676,8381297.375915653,6347288.014950526,180913.98882486564,2048430.2461314818,8601276.138008622,252,2022-11-25
SAVINGS,RETAIL,Graduate,FEMALE,Y,Single/Unmarried,Y,Y,BUSINESS OWNER,Gujarat,N,N,N,Y,N,Y,Y,9782,80,1698815.8727114787,5365082,555,29247857,11591002,1,10,227440,324,3,3,5,8,2907376,37,3,3,2,6624160.770995264,2,0.08571799999632546,4,7526308.218588215,9363335.470502801,647998.8690459493,1727266.1341641226,1108475.270909516,9643301.819844814,348,2020-10-02
SAVINGS,RETAIL,Graduate,MALE,N,Married,Y,Y,SELF EMPLOYED,Rajasthan,Y,N,N,Y,Y,Y,Y,9783,93,8529330.617972212,4697939,563,22528125,10494075,0,6,1320989,28,5,1,9,1,1156933,39,0,10,2,9092733.010327704,11,0.6362873191676635,14,7872778.070572991,1731931.1664314296,2813766.5665481472,3802696.559404416,6364310.928539695,7610734.406976153,56,2021-07-16
CURRENT,INSTITUTIONAL,Graduate,MALE,N,Married,Y,Y,SALARIED,Maharashtra,Y,N,N,N,Y,N,Y,9784,9,3174667.4363255533,4408686,563,25660176,23289683,4,7,670033,477,10,10,2,5,2236810,64,9,1,3,5731827.022652926,16,0.5062744896669825,0,5373442.912704123,4626016.214355314,4012475.791069543,1886497.6241126985,6884964.487714151,1383961.798994381,314,2022-03-20
SAVINGS,RETAIL,Below 10th,MALE,Y,Married,Y,Y,NON-EARNER,Haryana,Y,Y,Y,Y,Y,N,N,9785,33,5982018.957938588,314132,816,49582462,23277723,2,3,312538,364,7,4,6,5,2394992,6,6,9,0,9166273.42631047,5,0.07490842761440619,15,6734544.368532971,9873864.37154535,656612.8844635366,2189410.15253128,9774044.725104164,1816253.3954840298,4,2023-10-16
SAVINGS,RETAIL,PG,FEMALE,Y,Married,Y,Y,BUSINESS OWNER,Maharashtra,N,N,Y,N,Y,Y,Y,9786,60,3898947.6421299987,4244073,309,27845057,20337048,10,1,1125775,315,8,1,6,4,2127005,20,4,9,5,8442309.74938925,19,0.7998820490207112,11,8754270.745855475,6411628.5139502445,4158960.7318967325,2099480.2121732715,5975032.327795231,8539273.321850931,85,2022-11-10
SAVINGS,INSTITUTIONAL,UG,MALE,N,Single/Unmarried,Y,Y,BUSINESS OWNER,Haryana,Y,Y,Y,Y,Y,Y,N,9787,93,4023262.567586612,6424997,570,168458,11082959,15,6,806760,474,5,8,3,7,2568858,28,9,8,5,4163894.8938334463,12,0.7574354393428393,15,6298411.635210992,7273355.057096801,2939364.159256703,2657311.5512298206,1894831.885667635,8513260.045549393,361,2020-12-12
SAVINGS,INSTITUTIONAL,Graduate,MALE,Y,Married,N,Y,SALARIED,Out of India,N,N,Y,Y,N,Y,Y,9788,77,7324644.791774516,9842868,611,33047537,1544657,20,8,289838,420,6,3,9,5,1538030,37,8,3,10,511188.11457148474,20,0.7649527799064315,8,7059082.38385222,5079183.947173368,169626.4684733706,1339718.4465882084,3798527.5778330485,9119073.178216504,302,2023-08-19
SAVINGS,INSTITUTIONAL,PG,FEMALE,Y,Single/Unmarried,Y,Y,SELF EMPLOYED,Uttar Pradesh,N,N,N,Y,N,Y,Y,9789,21,3614751.2533993865,6785678,669,17174210,31830769,8,9,887700,500,1,0,4,2,2323497,12,10,10,7,4542262.549481339,3,0.29676454497858495,7,2352494.1897348594,7480302.613670919,5998143.404508337,9770324.521223692,15841.551325526116,7909375.497252595,80,2023-03-16
CURRENT,RETAIL,PG,MALE,N,Married,N,Y,SELF EMPLOYED,Andhra Pradesh,Y,Y,Y,N,Y,N,N,9790,58,6930751.129704869,9082993,866,34835987,19903651,3,5,700456,152,3,9,10,4,1771555,10,0,1,9,4575313.36762197,18,0.4082271247775078,20,2196755.0928105963,63035.72988055173,9742009.404174292,3233868.7936930577,859894.656719995,9403916.958021455,60,2022-05-14
SAVINGS,INSTITUTIONAL,Graduate,FEMALE,Y,Single/Unmarried,Y,Y,NON-EARNER,Haryana,Y,Y,Y,N,Y,Y,N,9791,85,143284.554523021,1176813,852,2199436,6845187,8,1,1189116,106,3,0,4,2,1676588,40,9,0,9,3779767.4497463396,19,0.33101062222151445,15,9152696.367449403,8937296.70889672,9236621.776318157,8741332.070752747,8396996.50424548,2984459.404870933,325,2020-01-10
SAVINGS,RETAIL,PG,MALE,Y,Single/Unmarried,Y,Y,BUSINESS OWNER,West Bengal,N,Y,N,Y,Y,Y,N,9792,69,3246473.9000387597,2493533,690,45235158,42012506,13,8,1255212,457,8,9,0,1,1062112,53,9,10,6,2221774.4234594204,18,0.7224169969924648,3,9390667.142798854,6283782.102924234,5014941.477671953,205495.3799291559,3807057.1426843116,3028368.130311011,273,2021-11-14
SAVINGS,INSTITUTIONAL,UG,MALE,N,Married,Y,Y,BUSINESS OWNER,Haryana,Y,N,Y,Y,Y,N,N,9793,10,3190440.3135366268,2305130,414,44536080,3804864,9,6,422240,171,5,4,9,0,2620910,37,6,5,5,4923430.275359243,15,0.7526150182410292,16,4097053.1568449484,7226421.503434802,6184551.853641882,6310533.577063298,353947.7636432342,8735824.669911,111,2021-04-02
SAVINGS,INSTITUTIONAL,Graduate,MALE,N,Single/Unmarried,Y,Y,NON-EARNER,Karnataka,Y,N,N,N,Y,Y,N,9794,6,7488352.85896717,9480435,874,31242204,7818052,15,8,389743,417,7,10,9,8,3993370,39,5,6,5,7582092.667349927,1,0.2686205264095891,8,3807470.529801803,9076126.473544478,9817572.773340905,7742562.205846584,5718377.078008135,1206907.3172329592,204,2021-07-14
SAVINGS,INSTITUTIONAL,UG,MALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Kerala,N,Y,N,Y,N,N,N,9795,13,3145571.1602562787,1358246,643,48472565,19239915,8,10,312767,120,9,7,2,9,3830014,34,1,6,5,5115925.036255753,6,0.4847256785922579,7,4165743.5133159184,5742305.061555213,4897042.923281239,6128194.153127282,9231770.962888166,154338.2491325751,109,2020-07-17
SAVINGS,INSTITUTIONAL,Graduate,FEMALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Uttar Pradesh,N,N,Y,N,Y,Y,Y,9796,65,6333271.3236508295,7967054,709,569066,27065069,2,1,1423575,11,6,10,4,7,2263351,50,8,4,5,3349426.454726987,6,0.08332799434824989,8,5981253.695155406,1251604.559842805,7439233.931081308,5028358.821462217,3051574.1334127765,1346516.3339625762,291,2020-02-03
SAVINGS,INSTITUTIONAL,Graduate,FEMALE,N,Married,Y,Y,SELF EMPLOYED,West Bengal,N,N,Y,Y,Y,N,N,9797,20,6885244.021078648,235368,845,1555942,9064841,0,9,666252,348,1,6,10,1,2006948,87,9,6,2,1309822.769831447,13,0.9038939583067429,12,7317655.151164548,4711066.494709343,4760197.430983681,9110342.033853946,4493685.712831084,6866304.238522873,177,2022-12-23
SAVINGS,INSTITUTIONAL,Below 10th,MALE,Y,Married,Y,Y,SALARIED,Punjab,Y,Y,Y,Y,N,N,N,9798,57,6584255.441971152,3698958,677,30900127,45828145,19,3,1437917,38,4,6,4,7,2829509,55,7,4,7,6727916.125264009,2,0.8348595726981509,9,4501429.070062446,8034420.954283034,5272179.649392973,990910.2945446646,5800623.513157539,689521.1827073111,365,2022-10-25
SAVINGS,INSTITUTIONAL,Below 10th,MALE,N,Single/Unmarried,Y,Y,BUSINESS OWNER,Tamil Nadu,N,Y,N,Y,Y,Y,Y,9799,46,6032936.810486645,2666457,755,22641890,48589524,10,5,1032416,146,8,4,5,4,2666534,37,8,6,9,8659194.726953791,15,0.7510018873961842,4,6086658.299602722,8246595.9560209215,4085903.0292525976,8658474.519659095,7848963.688234861,4114743.5067790872,94,2021-05-28
SAVINGS,INSTITUTIONAL,PG,MALE,Y,Married,Y,Y,BUSINESS OWNER,Out of India,Y,N,N,Y,Y,N,N,9800,8,4136168.4934939467,3206283,722,45013857,5787225,19,9,116854,146,9,8,0,1,992135,33,1,4,1,5051918.425915587,0,0.8013050692690846,15,5236369.892907452,6576315.776427232,4546613.953995742,8715466.785128027,8983222.560779823,3300115.319092686,282,2020-09-18
SAVINGS,INSTITUTIONAL,PG,MALE,N,Married,Y,Y,BUSINESS OWNER,Punjab,Y,Y,N,N,N,N,Y,9801,10,3733049.7768381042,1967487,743,46311764,9768002,19,6,1053805,28,9,4,5,8,3511627,38,2,7,5,1321731.514087191,15,0.5727469290840159,4,9915589.053875225,2221435.577029378,3539647.0659906776,9481861.109045653,2514420.142170948,6521070.634896887,153,2020-10-26
SAVINGS,INSTITUTIONAL,PG,MALE,Y,Married,Y,Y,SELF EMPLOYED,Uttar Pradesh,Y,Y,Y,N,N,N,Y,9802,73,5645840.583758896,8414584,496,15485199,7312403,0,2,1185652,193,10,0,4,1,3028910,28,5,0,8,2292883.611742251,20,0.9202636040556027,7,2000478.9415203528,7363328.4499569265,8312323.023287701,7538565.431782684,7441814.362238559,8971649.241203373,55,2020-04-20
SAVINGS,INSTITUTIONAL,Graduate,FEMALE,N,Married,Y,Y,SELF EMPLOYED,Gujarat,Y,N,N,N,Y,N,N,9803,67,637031.0248432631,1090545,662,48142102,13355461,4,9,903737,89,5,4,8,4,105154,23,5,1,5,7095858.590262717,16,0.3787672143082439,15,9823532.996800048,6377844.998388278,5815904.313068219,189819.0367072472,6126920.396546121,9237586.887234068,68,2023-11-19
SAVINGS,RETAIL,PG,MALE,Y,Married,Y,Y,BUSINESS OWNER,Gujarat,N,N,N,N,Y,Y,N,9804,11,8758198.420515262,2528693,709,17521034,11264024,8,10,498135,492,10,10,3,1,795189,98,3,6,4,1358957.8851695505,8,0.6411386699608441,10,3206853.1872640294,307613.668036798,5548643.0922492165,1927979.4768167401,3812950.2343291277,731393.3952830221,32,2020-05-18
CURRENT,RETAIL,PG,MALE,Y,Single/Unmarried,Y,Y,SALARIED,Kerala,N,N,Y,N,Y,Y,N,9805,12,8253151.430303431,8117079,873,3561666,26971992,2,10,1318001,356,8,2,5,8,3660936,89,10,0,8,5092260.661719797,16,0.12429384756554207,17,608715.4449382337,4474676.707729291,836526.4898193824,5886968.461252592,4315031.069824078,7174293.450660856,78,2023-10-18
SAVINGS,RETAIL,Below 10th,FEMALE,N,Married,Y,Y,BUSINESS OWNER,Tamil Nadu,N,N,Y,N,N,Y,Y,9806,10,3463847.1703718966,6741413,693,25441862,21121333,11,4,728254,367,8,2,6,6,601770,22,4,6,4,306589.74263111147,3,0.9922596339311222,18,2470423.4105354063,5837602.505622761,4467442.765599818,7522771.887395348,7786334.333224581,3842839.449793162,352,2022-02-03
SAVINGS,INSTITUTIONAL,PG,MALE,Y,Married,Y,Y,BUSINESS OWNER,Maharashtra,N,Y,N,Y,Y,Y,Y,9807,25,5668191.233856312,3685531,808,47505127,21000203,17,10,804352,242,1,4,1,5,2407667,43,8,8,2,2981607.7969767763,3,0.31334616130650583,17,798164.6057906789,6643710.954358831,5262321.610689668,8185094.454585176,5337189.137713833,2669932.3722652844,237,2021-10-21
SAVINGS,INSTITUTIONAL,Graduate,FEMALE,N,Single/Unmarried,Y,Y,SALARIED,Punjab,Y,Y,Y,Y,N,N,N,9808,49,9322276.981844632,6720846,865,27813036,15860288,1,3,384022,225,10,0,5,6,2523275,1,9,2,9,1784134.9002147233,4,0.9793622513310153,7,5478807.912472546,5623372.900986111,8086812.102771062,1007392.9921427716,3066457.552310684,7099242.798160846,139,2020-08-03
SAVINGS,RETAIL,UG,FEMALE,N,Divorced/Separated,Y,Y,SALARIED,Maharashtra,Y,Y,N,N,N,Y,N,9809,49,2716367.9741209666,3091986,593,35749874,11942581,9,4,1459744,221,2,7,4,6,418343,48,0,8,4,4342349.694496368,2,0.6830101557741526,17,688970.7922424171,1808051.7824168862,4606470.236692935,8840186.103458643,8792925.43348001,45874.313584917116,190,2023-09-29
SAVINGS,RETAIL,Below 10th,FEMALE,Y,Married,Y,Y,SALARIED,Maharashtra,N,Y,N,Y,Y,N,N,9810,89,7424552.676948533,1122239,324,45780170,34451689,6,5,1092280,331,9,8,7,7,3556717,69,4,4,5,6573265.951613396,4,0.4657401773190015,2,5900049.309776445,243132.88600521177,7498238.437623615,1601104.7781727328,9457452.303939424,3163776.2215450415,247,2022-03-03
SAVINGS,RETAIL,UG,MALE,N,Married,Y,Y,SALARIED,Punjab,N,N,Y,N,N,N,Y,9811,11,827318.0732100516,4483839,536,3761184,24308546,17,5,850128,19,1,9,5,7,744687,57,2,5,8,3747965.583403261,9,0.5440618140561828,15,1087564.574426375,4153371.3887460553,683654.1830216614,8241987.668632585,4579103.945543387,1296740.995890664,212,2022-01-17
SAVINGS,RETAIL,UG,MALE,N,Married,N,Y,SALARIED,Karnataka,Y,N,N,Y,N,N,Y,9812,62,5233721.47470971,2179206,760,46201525,5452692,15,6,310721,440,4,3,3,3,3996418,83,5,7,9,6687311.599333337,1,0.2903116655825275,11,7084230.703767447,8638080.425252441,9049513.023629617,5539216.024602077,9952102.81237154,560145.7125201604,257,2022-12-23
SAVINGS,INSTITUTIONAL,Graduate,MALE,N,Married,Y,Y,SALARIED,Bihar,Y,N,Y,N,Y,Y,N,9813,36,8839691.294472978,6370049,620,31362024,37074617,12,5,761466,352,7,0,0,8,1659232,96,1,0,10,4752815.080222827,18,0.5490740362091543,8,3784016.0129534528,4994537.4613736,1236727.0437114951,3180599.651860857,425322.924090088,2590044.0968721407,116,2020-07-30
SAVINGS,RETAIL,UG,FEMALE,Y,Married,Y,Y,SELF EMPLOYED,West Bengal,N,N,Y,Y,N,N,Y,9814,39,5517092.841490735,2156637,399,23661435,48161358,0,5,307637,264,5,1,2,5,567025,33,4,4,6,7642634.064247937,19,0.2931253906664145,4,7182230.340171514,9111945.411906965,8998421.322088843,8164019.924270928,4604081.963567019,3112436.0597552536,154,2023-01-06
SAVINGS,INSTITUTIONAL,UG,MALE,Y,Single/Unmarried,Y,Y,SELF EMPLOYED,Tamil Nadu,Y,N,Y,Y,N,Y,Y,9815,53,6162528.268371014,7636208,707,36140886,20317827,6,3,793764,1,7,6,2,10,3203148,98,8,4,3,1364050.4947172727,0,0.8648267378778828,1,2620041.1104578604,8257148.206613362,3476528.358804699,2065330.9789485207,6622204.6097326325,1055528.2996865856,51,2023-05-08
SAVINGS,INSTITUTIONAL,Below 10th,FEMALE,Y,Married,Y,Y,SALARIED,Maharashtra,Y,Y,N,N,Y,N,Y,9816,90,9076392.93309544,9979628,454,33828246,38798610,10,1,127844,155,0,0,8,4,2730763,71,4,9,8,6400190.06102221,11,0.6472380032511488,16,8048990.024758131,6380687.793039942,4547417.243524453,744341.5543885246,5273909.30677852,7320740.424633852,103,2020-06-06
SAVINGS,RETAIL,Below 10th,MALE,N,Married,Y,Y,SELF EMPLOYED,Andhra Pradesh,Y,N,Y,Y,N,N,Y,9817,78,7153606.400498028,4767908,733,107036,49306448,5,9,479479,33,8,2,5,9,2626724,18,3,7,5,8746404.35635311,20,0.24778411894221697,15,9908189.387497038,4198997.681214886,2506559.6238327483,2905409.17959904,8247986.595970813,9305429.07927914,157,2023-05-11
SAVINGS,INSTITUTIONAL,Graduate,MALE,N,Single/Unmarried,Y,Y,BUSINESS OWNER,Haryana,N,N,Y,N,Y,N,N,9818,56,6958696.802242655,5422739,733,26075653,36615990,20,6,1329123,276,10,6,6,9,3714694,66,3,3,1,9056530.059014179,14,0.14040392301882398,1,2567999.649467898,8566829.677624315,3955485.9989914037,9602929.702472422,9882983.868010895,9358064.432536252,199,2020-02-27
CURRENT,RETAIL,UG,MALE,N,Married,Y,Y,SALARIED,Karnataka,N,N,Y,Y,Y,N,N,9819,1,5863840.220928984,8240345,442,11367334,6330055,4,6,31488,338,6,3,6,2,2566213,92,9,8,4,9026535.205979206,5,0.052628067374327125,0,629044.8245081782,4198747.822742058,719380.2942395433,185620.57067669003,5491027.113951108,7871185.542589634,86,2021-04-12
SAVINGS,INSTITUTIONAL,UG,FEMALE,Y,Single/Unmarried,Y,Y,SALARIED,Madhya Pradesh,N,Y,Y,Y,N,Y,N,9820,56,6329886.141924184,1745515,828,3600516,19411556,9,10,24541,205,3,9,1,9,1484456,42,9,4,0,9153090.89672952,0,0.2668818212521682,5,2657891.1442627986,8711643.625594024,6449328.587421247,2712389.937279649,1485632.188609296,5295819.906347412,102,2020-04-08
SAVINGS,INSTITUTIONAL,Graduate,MALE,Y,Single/Unmarried,Y,Y,BUSINESS OWNER,Maharashtra,N,N,N,Y,N,Y,N,9821,4,8037054.240166172,5431526,584,33372255,24096919,2,2,1164433,336,7,3,1,3,1074563,42,8,6,1,8865439.724463915,15,0.7077979650145635,1,44383.69499087047,9974496.798470728,6425243.874542591,4214184.969683385,2997167.3782749576,5384502.558901376,178,2020-08-12
CURRENT,INSTITUTIONAL,PG,FEMALE,N,Married,Y,Y,SELF EMPLOYED,Tamil Nadu,Y,N,Y,Y,N,N,N,9822,30,9792330.832972443,5889609,304,28959143,42986947,14,4,1144233,439,6,0,4,2,2691542,51,8,7,9,7767741.985508002,14,0.311759030926008,7,2866155.194857133,7216946.304193197,4306332.83035527,3113799.5489631044,643217.9537659155,7511220.60340819,16,2021-05-03
CURRENT,INSTITUTIONAL,Graduate,MALE,N,Divorced/Separated,Y,Y,SALARIED,Uttar Pradesh,Y,N,Y,N,N,Y,N,9823,12,7953253.540081879,4025423,822,18752345,23136471,11,5,617254,388,10,7,1,9,458499,1,8,9,3,1976767.9206787946,19,0.636950292401338,19,9634029.960382774,1768301.8553244157,4940100.96288564,546314.7645256094,1642842.4681099595,6518206.339199938,23,2021-10-14
SAVINGS,RETAIL,PG,MALE,N,Single/Unmarried,Y,Y,NON-EARNER,West Bengal,N,Y,Y,N,Y,N,Y,9824,35,7075368.316269962,255329,735,18054093,691991,4,9,1038105,340,4,3,3,6,1518786,87,5,5,8,5019206.214759884,17,0.8953518484136604,17,4965850.085162346,4924884.223071318,324466.59704822523,517089.04312614765,6098091.142580676,4910316.892369131,273,2021-11-20
SAVINGS,RETAIL,Graduate,MALE,N,Single/Unmarried,Y,Y,BUSINESS OWNER,Haryana,Y,Y,N,N,N,N,N,9825,77,1355448.8361151484,4037278,717,5492817,33001781,13,8,367946,277,4,8,0,6,3682981,82,0,2,3,2719757.482888293,3,0.9724160229369999,16,9617542.096067328,1623270.4678925958,3852899.070320651,2743498.6918582227,9188334.333604867,3979535.3627554476,344,2023-08-04
SAVINGS,INSTITUTIONAL,Below 10th,MALE,Y,Married,Y,Y,SALARIED,Assam,N,Y,Y,Y,Y,N,N,9826,52,8170803.874416932,1107811,380,9186068,5512424,11,2,729724,186,0,4,8,8,3927194,16,3,9,7,3428117.1083402853,0,0.7547104755473332,6,2863447.2402613875,7702543.992159504,4787981.127261978,7115661.402932294,968964.9066093963,3649753.974193186,10,2022-03-18
SAVINGS,RETAIL,Below 10th,FEMALE,N,Married,Y,Y,SELF EMPLOYED,Bihar,Y,N,N,Y,N,Y,N,9827,31,7359943.673987031,2965305,844,23959866,22871532,10,2,398904,423,8,5,10,6,458634,90,9,0,6,8909121.03936238,20,0.6660153511508751,15,9616320.089729998,5401181.07632996,323669.7105881825,6630147.959941947,3565683.1108874367,6358683.959046341,48,2020-06-28
SAVINGS,RETAIL,PG,FEMALE,Y,Married,Y,Y,SALARIED,Out of India,Y,N,N,Y,N,N,Y,9828,87,7704321.954012339,6147232,676,6588120,9990292,12,4,1140197,83,10,5,7,2,2196828,79,1,8,10,9541052.385556845,10,0.7059178462675308,12,9437711.095742753,3080886.503691748,8851833.359370878,6624529.255426424,4751054.673310615,5842084.6088566035,280,2020-11-20
SAVINGS,RETAIL,Below 10th,MALE,N,Married,Y,Y,BUSINESS OWNER,Maharashtra,N,N,Y,Y,N,N,Y,9829,68,2310964.782433119,5840298,458,39771415,6052176,9,1,1130692,475,5,8,1,6,3959900,17,9,4,9,1089038.7410233181,2,0.14317033634720266,14,5455951.27189386,278238.25372801925,9398851.186069153,2810088.0482055857,2293359.624275254,4252932.215957766,341,2022-08-01
CURRENT,INSTITUTIONAL,PG,MALE,Y,Single/Unmarried,Y,Y,SALARIED,Punjab,Y,N,Y,N,N,N,N,9830,52,9034436.965409277,9617810,516,4474498,9083386,9,2,444629,190,1,2,8,0,1060004,52,9,3,7,4799823.388179981,2,0.728577156788137,13,7556418.061492249,1875200.947741712,5066110.294603293,6268956.918170617,5810879.30223469,9913031.091536094,268,2021-08-08
SAVINGS,RETAIL,UG,FEMALE,N,Single/Unmarried,Y,Y,SELF EMPLOYED,Jharkhand,N,Y,Y,N,N,Y,Y,9831,80,972813.6834686218,7814658,344,46073671,38833098,20,5,1411532,415,7,5,6,5,3208121,82,6,1,6,3274247.6525670737,20,0.44578200834510384,12,5170004.9519380145,2842952.2657422135,9888267.964762803,1511362.2006146999,114128.6186539936,4690646.284418765,198,2022-10-26
SAVINGS,RETAIL,Graduate,MALE,Y,Single/Unmarried,Y,Y,SALARIED,Out of India,N,Y,Y,Y,N,N,N,9832,7,2536120.556919466,3831208,514,16126317,14711789,13,2,797200,300,8,8,8,7,761834,40,7,3,4,3241742.461886925,11,0.20910338094445324,13,2571752.8917859565,6040001.4346816875,6256302.280617907,5792664.581394223,3974204.919747667,6441829.051368066,357,2020-03-14
